,Fiscal Year Period,Fiscal Year,Service,Department,Program,Fund,Category,Expense Category,Account Code,Invoice Description,Vendor,Vendor Number,Zip,Contract Number,PO Number,PO Line,Invoice Number,Invoice Line,Invoice Distribution Line,Amount,Invoice Date,Payment Method,Payment Date,Payment Number,Payment Status
97,4,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,568167,1.0,1,108268.9,9/11/19,EFT,10/9/19,574406,RECONCILED
98,4,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,102114A,1.0,1,3443749.63,10/21/14,WIRE,11/3/14,1004394,RECONCILED
99,4,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,102016,1.0,1,35000.0,10/20/16,WIRE,11/1/16,1006452,RECONCILED
100,4,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,103019A,5.0,1,9977298.0,10/30/19,WIRE,11/1/19,1102544,RECONCILED
101,4,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,101515A,1.0,1,34769991.0,10/15/15,WIRE,10/30/15,1005440,RECONCILED
102,2,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,FIN GJD 080113 GO PRINCIPAL,1.0,1,1133333.34,8/1/13,WIRE,8/1/13,1003110,RECONCILED
103,1,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80106,Term Purchase Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000135206S20160701,1.0,1,2168625.93,6/1/16,WIRE,7/6/16,1006111,RECONCILED
104,4,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,102213,1.0,1,1621513.26,10/22/13,WIRE,10/30/13,1003343,RECONCILED
105,4,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,101515A,1.0,1,6184414.0,10/15/15,WIRE,10/30/15,1005440,RECONCILED
106,10,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,042717A,1.0,1,7480000.0,4/27/17,WIRE,5/1/17,1006933,RECONCILED
107,11,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,50114,1.0,1,3250000.0,5/1/14,WIRE,5/1/14,1003839,RECONCILED
108,2,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,082713A,1.0,1,6554215.0,8/27/13,WIRE,9/3/13,1003193,RECONCILED
109,4,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,102114A,1.0,1,29588950.0,10/21/14,WIRE,11/3/14,1004394,RECONCILED
110,11,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,050914A,1.0,1,3327500.0,5/9/14,WIRE,6/2/14,1003948,RECONCILED
111,5,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,BANK OF AMERICA,24300,30384-0918,,,,R10569,1.0,1,20061.41,11/20/18,EFT,12/27/18,542913,RECONCILED
112,4,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,101515A,1.0,1,7477240.0,10/15/15,WIRE,10/30/15,1005440,RECONCILED
113,7,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000141527S20170129,1.0,1,1527567.05,12/29/16,WIRE,1/30/17,1006684,RECONCILED
114,4,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,1467634,1.0,1,1555000.0,9/9/19,WIRE,10/30/19,1102533,RECONCILED
115,11,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,50114,1.0,1,145000.0,5/1/14,WIRE,5/1/14,1003839,RECONCILED
116,10,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,40815,1.0,1,2237118.52,4/8/15,WIRE,4/28/15,1004852,RECONCILED
117,2,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,082014A,1.0,1,122917.0,8/20/14,WIRE,9/2/14,1004198,RECONCILED
118,4,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,102113A,1.0,1,21877302.0,10/21/13,WIRE,11/1/13,1003350,RECONCILED
119,6,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,121514,1.0,1,335000.0,12/15/14,WIRE,12/24/14,1004511,RECONCILED
120,11,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,US BANK TRUST NATIONAL ASSOCIATION,12231,55486,,,,53117,1.0,1,6400000.0,5/31/17,WIRE,6/1/17,1007005,RECONCILED
121,3,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000135456S20160930,1.0,1,951714.65,8/30/16,WIRE,9/30/16,1006363,RECONCILED
122,12,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5976083,1.0,1,622135.55,6/5/17,EFT,6/28/17,481423,RECONCILED
123,1,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,061215A,1.0,1,2110455.0,6/12/15,WIRE,7/2/15,1005128,RECONCILED
124,1,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072016A,1.0,1,2618503.51,7/20/16,WIRE,8/1/16,1006186,RECONCILED
125,10,2016,Housing and Community Development,Permitting Services,Administration,Permitting,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5551242,1.0,1,9575.64,4/5/16,EFT,4/27/16,438527,RECONCILED
126,3,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,92513,1.0,1,327500.0,9/25/13,WIRE,9/25/13,1003259,RECONCILED
127,1,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072114A,1.0,1,13058333.33,7/21/14,WIRE,8/2/14,1004120,RECONCILED
128,10,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,040816A,1.0,1,650000.0,4/8/16,WIRE,5/2/16,1005945,NEGOTIABLE
129,9,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000135456S20140330,1.0,1,892870.76,2/28/14,WIRE,4/16/14,1003799,RECONCILED
130,11,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,52115,1.0,1,415710.28,5/21/15,WIRE,6/1/15,1004977,RECONCILED
131,2,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,082014A,1.0,1,3044934.0,8/20/14,WIRE,9/2/14,1004198,RECONCILED
132,9,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,31317,1.0,1,796250.0,3/13/17,WIRE,3/24/17,1006820,RECONCILED
133,4,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,102113A,1.0,1,1516121.0,10/21/13,WIRE,11/1/13,1003350,RECONCILED
134,4,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,569405,1.0,1,264276.16,9/16/19,EFT,10/9/19,574406,RECONCILED
135,2,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,082713A,1.0,1,122362.0,8/27/13,WIRE,9/3/13,1003193,RECONCILED
136,10,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000133662S20140430,1.0,1,1647907.44,3/31/14,WIRE,4/30/14,1003838,RECONCILED
137,10,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,041814A,1.0,1,650000.0,4/18/14,WIRE,5/1/14,1003842,RECONCILED
138,4,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,100516,1.0,1,1475000.0,10/5/16,WIRE,10/31/16,1006447,NEGOTIABLE
139,10,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,41515,1.0,1,805000.0,4/15/15,WIRE,4/15/15,1004819,RECONCILED
140,6,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,121913A,1.0,1,1066410.0,12/19/13,WIRE,1/1/14,1003515,RECONCILED
141,10,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000133662S20150430,1.0,1,1701991.69,3/30/15,WIRE,4/30/15,1004858,RECONCILED
142,2,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,082713A,1.0,1,255627.0,8/27/13,WIRE,9/3/13,1003193,RECONCILED
143,3,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,JP MORGAN CHASE EQUIPMENT FINANCE,34503,43240,,,,1000135456S20130930,1.0,1,881545.97,8/30/13,WIRE,9/30/13,1003262,RECONCILED
144,4,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,103019A,7.0,1,8990264.0,10/30/19,WIRE,11/1/19,1102544,RECONCILED
145,1,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,62514,1.0,1,17416420.0,6/25/14,WIRE,7/1/14,1004027,RECONCILED
146,1,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072015A,1.0,1,1133333.33,7/20/15,WIRE,7/31/15,1005198,RECONCILED
147,11,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,US BANK TRUST NATIONAL ASSOCIATION,12231,55486,,,,53117,1.0,1,47175.0,5/31/17,WIRE,6/1/17,1007005,RECONCILED
148,10,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,40516,1.0,1,825000.0,4/5/16,WIRE,4/15/16,1005897,RECONCILED
149,2,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,082014A,1.0,1,1495393.27,8/20/14,WIRE,9/2/14,1004198,RECONCILED
150,12,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5613266,1.0,1,289883.08,6/6/16,EFT,6/28/16,443994,RECONCILED
151,5,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,112619A,8.0,1,1449690.0,11/26/19,WIRE,12/2/19,1102591,RECONCILED
152,11,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,52115,1.0,1,2855000.0,5/21/15,WIRE,6/1/15,1004977,RECONCILED
153,1,2017,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072016A,1.0,1,539829.82,7/20/16,WIRE,8/1/16,1006186,RECONCILED
154,12,2015,Transportation,General Services,Administrative Services,Motor Pool,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5245061,1.0,1,60652.84,6/5/15,EFT,6/26/15,414119,RECONCILED
155,4,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,569404,1.0,1,84592.35,9/16/19,EFT,10/9/19,574406,RECONCILED
156,4,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,US BANK,10742,10005,,,,101415,1.0,1,1465000.0,10/14/15,WIRE,10/30/15,1005434,RECONCILED
157,7,2014,Transportation,General Services,Administrative Services,Motor Pool,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,4670506,1.0,1,58039.36,12/5/13,EFT,1/15/14,370578,RECONCILED
158,1,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,FIN GJD 070113 GO PRINCIPAL,1.0,1,1035339.86,7/1/13,WIRE,7/1/13,1003021,RECONCILED
159,1,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,062618A,6.0,1,1242410.0,6/26/18,WIRE,7/2/18,1101526,RECONCILED
160,1,2015,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,072114A,1.0,1,291666.67,7/21/14,WIRE,8/2/14,1004120,RECONCILED
161,10,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,15274-7046,,,,41416,1.0,1,384530.0,4/14/16,WIRE,4/15/16,1005904,RECONCILED
162,4,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,101515A,1.0,1,1501124.0,10/15/15,WIRE,10/30/15,1005440,RECONCILED
163,1,2014,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,FIN GJD 070113 GO PRINCIPAL,1.0,1,13301540.0,7/1/13,WIRE,7/1/13,1003021,RECONCILED
164,4,2016,Housing and Community Development,Permitting Services,Administration,Permitting,Operating Expenses,Debt Service - Principal Payment,80108,Lease Principal Payment,PNC BANK NA,34670,44193,,,,5371021,1.0,1,9575.64,10/5/15,EFT,10/28/15,423647,RECONCILED
165,4,2020,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,103019A,1.0,1,24090852.0,10/30/19,WIRE,11/1/19,1102544,RECONCILED
166,9,2016,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80104,Revenue Bond Principal Payment,US BANK,10742,10005,,,,31116,1.0,1,348750.0,3/11/16,WIRE,3/24/16,1005831,RECONCILED
167,2,2019,Debt Service,Debt Service,Debt Service,Debt Service,Operating Expenses,Debt Service - Principal Payment,80100,General Obligation Bond - Principal Payment,THE DEPOSITORY TRUST & CLEARING CORPORATION,9687,10041,,,,72718,2.0,1,6734800.0,7/27/18,WIRE,8/3/18,1101629,RECONCILED
